AgentID,AgentLabel,SuperSpreader,SuperFriend,GeneralInfluencer,EigenvectorCentrality,
512339681,dn12005,0.005,0,0.034,0.008,
1394060181206614019,AsherQuantum,0.005,0,0.026,0.002,
773551993004646401,vacha_dalibor,0.005,0,0.034,0.008,
2210194536,SMLkitakomenews,0.024,0,0.074,0.021,
1297519387222708225,IndexStudio2,0.005,0,0.034,0.008,
128249268,JFIFUDHDVHDJZUH,0.011,0,0.049,0.016,
373790032,2020ReasonLee,0.011,0,0.049,0.012,
164676451,ft555,0.017,0,0.082,0.021,
140037241,guts_ya,0.017,0,0.019,3.562e-04,
1511772062389481478,JamesEd38730515,0.005,0,0.028,0.003,
1504287528320339968,jdnvn999,0.005,0,0.028,0.003,
1081840114828017664,4n4lisis,0.005,0,0.035,0.008,
894221184514088960,Andy007_SR_A,0.005,0,0.038,0.008,
3336783988,yewei199242,0.005,0,0.027,0.003,
514005773,ValoriBluDule,0.005,0,0.034,0.008,
301576617,comteodalric,0.024,0,0.063,0.031,
2228161285,ma10rkun28,0.017,0,0.058,0.024,
749080528955985920,heavyshigeo115,0.005,0,0.007,1.187e-04,
1506382414309904384,comsecusa,0.005,0,0.034,0.008,
1349186366056271872,Raffi__aditya,0.005,0,0.008,0.001,
130121423,akiba2013,0.017,0,0.064,0.024,
870812067846012928,Stratotanker_KC,0.005,0,0.034,0.008,
1511564387156639745,PhanThanhLan14,0.005,0,0.028,0.003,
1408630227228524547,Japan2681,0.011,0,0.018,1.187e-04,
1272160780532629506,KMGR_FLT,0.011,0,0.051,0.018,
1390005001578233857,Antonio09380351,0.005,0,0.034,0.008,
18949781,Spartan_Intel,0.017,0,0.099,0.023,
1407391747731251208,USSMIDWAYY,0.011,0,0.049,0.004,
822328100,TheRealCVN71,0.006,0,0.041,0.001,
731364674,chinfo,7.451e-04,0,0.003,6.159e-05,
70752796,ShtfLiving,0.017,0,0.086,0.021,
1389672865595752450,RNmIPaULwabFpkz,0.005,0,0.007,1.187e-04,
4804564092,FUSCLL3DV51zhWN,0.005,0,0.007,1.187e-04,
288900653,alexrugem,0.005,0,0.028,0.003,
121119775,ginyose007,0.017,0,0.019,3.562e-04,
822947631638794241,pompoko_heppoko,0.011,0,0.013,2.374e-04,
601555458,TawniVixen4,0.011,0,0.042,0.009,
881137693748477952,boredofjudges,0.017,0,0.027,0.002,
1006509415489462273,gabcm_,0.005,0,0.005,5.353e-04,
285043204,3xtraOrdinaRIX,0.005,0,0.005,5.353e-04,
1240256329022705667,KPLCordillera,0.012,0,0.006,0,
970153086982307840,philtfip,0.053,0,0.003,0.002,
1267345823236411392,katribu_natl,0.083,0.500,0.058,0.008,
3146156638,3rdMLG,0.005,0,0.010,8.129e-04,
24702057,Teddybird,0.011,0,0.045,0.006,
36515850,TovarsTake,0.005,0,0.005,0.002,
351750739,joesciuto1,0.009,0,0.004,0.003,
2398523808,thewillernandez,0.005,0,0.005,0.002,
1449943323720884233,GtTexans,0.005,0,0.029,0.002,
1449231164300939266,CaraneLevi,0.017,0,0.022,2.245e-04,
746500488959496194,MIL_STD,0.006,0,0.006,2.415e-04,
1097248394333036544,AnneLew42704151,0.005,0,0.050,0.003,
1262752289959231489,AT42020,0.005,0,0.050,0.003,
3051148496,king_hanzua,0.017,0,0.065,0.025,
1246124670312681479,SamWash61058209,0.011,0,0.069,0.005,
1028438369234309120,dcconsulting4,0.017,0,0.057,0.012,
1603795177,Eur7v,0.005,0,0.049,0.003,
20422178,Bizarro001,0.042,0,0.111,0.029,
1239764287083515907,Kiyomi_InJapan,0.017,0,0.116,0.013,
1076388373160386560,Goingcoastal101,0.005,0,0.007,0.002,
1509759172728209412,JMSDF_EF,0.005,0,0.009,0.002,
138476060,Tsand88,0.005,0,0.007,0.002,
57673609,registas,0.005,0,0.007,0.002,
887093911,LeeTidler,0.005,0,0.007,0.002,
301148961,libertad717,0.005,0,0.011,0.001,
1344559897,IraqWarMonument,0.005,0,0.011,0.001,
18758897,davidslim53,0.005,0,0.019,7.849e-04,
965081471122735104,defenseflashnew,0.024,0,0.012,0,
25007208,roncerod,0.005,0,0.019,7.849e-04,
1513182555209707520,Charles78672273,0.011,0,0.037,0.009,
58175014,warrenjrsali,0.005,0,0.018,7.849e-04,
1471747524415623169,PengAmy1,0.005,0,0.011,0.001,
783410619508596737,anakrimba151,0.005,0,0.006,7.849e-04,
67715492,FraseTweeting,0.011,0,0.022,0.002,
2893889912,towy_hrhm,0.005,0,0.011,0.001,
1370658055143137285,maybejakurai,0.005,0,0.007,7.849e-04,
2780395189,treda10,0.005,0,0.027,0.002,
1491966167048921090,clyn62192,0.005,0,0.018,7.849e-04,
267681470,bhelle008,0.005,0,0.019,7.849e-04,
1448970426772717579,Iyodegz,0.005,0,0.018,7.849e-04,
725475846,Tetsu__tw,0.005,0,0.082,0.009,
227557590,yourphilarmy,0.139,0,0.069,0.022,
1422115642086281217,GlennFr75587262,0.005,0,0.018,7.849e-04,
1210597665932742657,andresilva394,0.005,0,0.011,0.001,
1495910235198095360,KareninaLaurea1,0.005,0,0.018,7.849e-04,
237236420,ogim2001,0.005,0,0.007,7.849e-04,
28928078,skycentral,0.005,0,0.018,7.849e-04,
156888374,todo3110,0.005,0,0.083,0.009,
1224953028379209728,SMDEI07,0.005,0,0.083,0.009,
1466086210473193472,CryptoShill111,0.005,0,0.018,7.849e-04,
1458952158745796608,BumataySlc,0.005,0,0.005,0,
1436876710205530119,joycebrandes63,0.005,0,0.018,7.849e-04,
1191200994463375361,ArerrabNairda,0.005,0,0.018,7.849e-04,
1512752298858098689,Robertcral,0.005,0,0.011,0.001,
907239479965925378,angela_luna3,0.005,0,0.018,7.849e-04,
895918759658926082,cm_padilla8,0.005,0,0.018,7.849e-04,
1457435843778465794,CajunAmerican98,0.011,0,0.084,0.006,
1433232115328372737,LibariosQueen,0.005,0,0.018,7.849e-04,
1373800754,ScionAi,0.011,0,0.040,0.003,
1425412041326485507,Christasusinall,0.005,0,0.018,7.849e-04,
1449892605660073985,MaxYan71478652,0.005,0,0.007,7.849e-04,
20987478,Jpaguado,0.005,0,0.019,7.849e-04,
823349574739734528,pnagovph,0.006,0,0.007,2.415e-04,
472122299,PhilippineStar,0.013,0,0.067,2.518e-04,
3252386060,IIIMEF,0.068,0,0.031,0.012,
1257299843950641153,Anan62712520,0.005,0,0.048,0.009,
4524190600,izw1041,0.005,0,0.048,0.009,
2888152751,ThaOfficialTJ,0.011,0,0.110,0.014,
1433556140051157005,Just_Alan2021,0.005,0,0.048,0.009,
1510023002137800704,Glomenaries88,0.005,0,0.031,0.008,
1487155106328072199,DianaT192,0.005,0,0.008,8.129e-04,
1252341005417922561,S_Peace1082,0.005,0,0.028,0.003,
1305951967722831872,32stCubano,0.005,0,0.031,0.008,
506912325,ANTHONY54W,0.030,0,0.087,0.041,
2951501725,lds123gmailcom1,0.005,0,0.031,0.008,
140415438,sgon11,0.005,0,0.031,0.008,
731886457799999488,Mzahem_Alsaloum,0.030,0,0.102,0.030,
876539157060833280,narit_by,0.011,0,0.039,0.014,
973747534593167360,DopModi,0.011,0,0.059,0.019,
1312049760317120513,andreha12765643,0.048,0,0.134,0.062,
4861315633,betterworld99,0.011,0,0.048,0.018,
1463109054880837640,lihansheng5,0.017,0,0.047,0.004,
1080597771290271744,grebgrad,0.005,0,0.005,0.001,
1215555400512094210,MgaAwit_,0.005,0,0.005,0.001,
4703100438,seriafx,0.011,0,0.012,1.342e-05,
1032125483519856640,elepsbaguio,0.014,0,0.008,0,
1267218665239220224,iandavidp,0.005,0,0.006,0,
2982543044,acrpascual,0.005,0,0.005,0.001,
1431456225057595393,deduro_siegfred,0.005,0,0.005,0.001,
421016167,raxhelanne,0.005,0,0.005,0.001,
1662456378,dimasiiilaw,0.005,0,0.025,1.068e-05,
1115213444578402304,PilipinasScm,0.138,0.500,0.027,2.850e-04,
63689241,TheKejOfGlory,0.139,0.500,0.035,2.903e-04,
2912919913,murasakiigasuki,0.005,0,0.005,5.353e-04,
357657083,Nick_VOBG,0.005,0,0.033,0.001,
119593082,FOXSoccer,0.006,0,0.064,0.001,
840438794,PutAhPriceOnIt,0.005,0,0.005,0.002,
1150596617696792576,lafcyak,0.011,0,0.037,0.002,
1161821873526755329,KurtStahlUSMC,0.017,0,0.017,8.161e-04,
993308622422556672,LAFCCentralShow,0.006,0,9.389e-04,9.765e-04,
1142268080,uAlrdyKnoWaItIz,0.005,0,0.022,6.475e-05,
1586727434,PVM388,0.005,0,0.029,0.002,
867527992620089344,CollinSLKoh,0.007,0,0.005,6.484e-05,
1260901057565204480,abc9861238,0.005,0,0.049,0.010,
50960481,JapanRepublican,0.011,0,0.056,0.020,
4703767346,coach_donati,0.005,0,0.049,0.003,
114901297,kikitoscout,0.042,0,0.123,0.054,
1273459368890191874,ErskineArmory,0.005,0,0.048,0.010,
1181304724466868224,HermesPaulsen,0.005,0,0.048,0.010,
1512446661070622721,Johnwtroxx,0.005,0,0.048,0.010,
2189425016,jjkim091,0.011,0,0.046,0.011,
38798601,jovicyee,0.005,0,0.026,9.562e-05,
441540997,USAmbPH,0.091,0,0.093,0.002,
1512000700552826881,sagolej,0.005,0,0.009,3.737e-04,
1334806362245783552,Robertarms4k,0.005,0,0.048,0.010,
1642872914,iota2583,0.005,0,0.048,0.010,
70926181,silicataro,0.005,0,0.047,0.010,
1348136616058114048,ShellyForce1,0.042,0,0.115,0.055,
1497649906688958472,puertofv,0.005,0,0.048,0.010,
455795822,daugmoo,0.011,0,0.056,0.017,
1512372368882036742,NEDZHIPLANETANK,0.017,0,0.065,0.025,
3952728313,mirrorballing,0.005,0,0.048,0.010,
827804009469661185,freedomAU21C,0.005,0,0.048,0.010,
1369845164408246274,Po80710916,0.005,0,0.048,0.010,
1404797569386045448,Iloveas32560537,0.011,0,0.047,0.017,
810851798504402944,MAGTravF,0.005,0,0.049,0.010,
1493820130228195331,GokhanHidir,0.024,0,0.126,0.020,
954388280656633856,3rdmaw,0.130,0,0.063,0.026,
1506684921867251714,BoonyaritJoonl1,0.005,0,0.027,0.001,
59872846,ClubCabeza,0.036,0,0.120,0.034,
1237824952113303552,5thSFAB,0.127,1,0.139,0.010,
1087550051574902787,maverick_liwei,0.011,0,0.047,0.008,
186991797,axh24732,0.005,0,0.050,0.005,
890399937455902722,Amit_Singh4GNE,0.017,0,0.047,0.022,
1233519965984174082,Kelley29329754,0.005,0,0.018,0.006,
4567668919,Paradise787,0.005,0,0.010,1.187e-04,
723351122048491523,bellodipper,0.011,0,0.038,0.014,
3197436926,Nori_cb,0.030,0,0.135,0.037,
2791953405,guzlomi,0.011,0,0.059,0.012,
31579874,moriyasut,0.017,0,0.041,0.008,
1371086795346042882,judith30486625,0.005,0,0.018,7.849e-04,
1503594943339798529,Sakhilekhalid,0.005,0,0.011,0.001,
983232669147385856,RayyansElvis,0.005,0,0.011,0.001,
1444565812086411269,CxVolGg0QEKMVfI,0.017,0,0.107,0.011,
1369287947867090945,wuthabbenin,0.005,0,0.011,0.001,
885849167674957824,JimKruger7,0.011,0,0.038,0.001,
1284153127185158144,AntonyKintanar,0.005,0,0.018,7.849e-04,
1498304227340337156,AnnieOa14439310,0.005,0,0.011,0.001,
1109993244300140544,Mafia4Bills,0.005,0,0.011,0.001,
57730696,thack86,0.011,0,0.084,0.006,
1487682361991241728,Jeolito5Jeolito,0.005,0,0.011,0.001,
361105538,tigabelasdetik,0.005,0,0.006,7.849e-04,
1411688250847031297,RobertS31269277,0.005,0,0.018,7.849e-04,
16316083,wavemix,0.005,0,0.011,0.001,
1038781809511682048,romeomendoza501,0.005,0,0.018,7.849e-04,
357860827,ITSilverback,0.005,0,0.011,0.001,
1214936644077457413,Sumond5,0.005,0,0.011,0.001,
303641607,unotakeyoshi,0.005,0,0.011,0.001,
1309505310206439430,manitoucom,0.017,0,0.049,0.008,
80819884,ravejam,0.005,0,0.018,7.849e-04,
1400730703273218050,keithladagaArts,0.005,0,0.007,7.849e-04,
1451769650799276035,KevinIpapo,0.005,0,0.018,7.849e-04,
3421146772,Sophie755339261,0.005,0,0.082,0.009,
1434467923922280448,KaiSkyHunter,0.011,0,0.021,0.002,
249258205,Nature_Richard5,0.005,0,0.018,7.849e-04,
1064099587898642432,exquirent,0.005,0,0.007,7.849e-04,
1445793878548762626,annaquei1,0.005,0,0.007,7.849e-04,
1476035914702852097,JuliusPalamos,0.005,0,0.018,7.849e-04,
1488439079175745538,Atinxneedmoots,0.005,0,0.018,7.849e-04,
83362769,Vitae2day,0.005,0,0.007,7.849e-04,
330306864,lara1574,0.005,0,0.007,7.849e-04,
1599858283,usbong1999,0.005,0,0.018,7.849e-04,
765898838863413248,florespayos27,0.005,0,0.018,7.849e-04,
1375871651879997442,nabetselenoroc,0.011,0,0.083,0.017,
1472105501605638145,allantoshiba11,0.005,0,0.018,7.849e-04,
1263530913498947590,RCumoda,0.005,0,0.059,7.033e-05,
1496277013908553730,Montibon3Pol,0.081,0.500,0.087,2.636e-04,
1240414825596874752,smninews,0.069,0.500,0.087,1.534e-04,
540532607,DZAR1026,0.064,0,0.014,2.326e-05,
49352079,Michael_the_Cat,0.005,0,0.082,0.009,
1467131954860486659,roberts17179030,0.005,0,0.018,7.849e-04,
28693649,Vpedrosa,0.005,0,0.021,7.849e-04,
1598391684,phen0480,0.005,0,0.005,0.001,
44728980,ANCALERTS,0.008,0,0.226,0.002,
1452429693114740737,PCADGOfficial,0.005,0,0.018,7.849e-04,
1246153048860196864,kayakaya66666,0.005,0,0.010,0.003,
142265166,GeneDiGregorio,0.005,0,0.019,4.646e-04,
15872418,ABSCBNNews,0.014,0,0.559,0.002,
173533146,dwiz882,0.005,0,0.002,0,
1458848633806200847,SantikMay,0.005,0,0.018,7.849e-04,
829130191532220416,USARJ_PAO,0.148,1,0.192,0.040,
1140564308465635328,MikeLimaDBA,0.005,0,0.082,0.009,
628819458,KyleaMabe,0.005,0,0.082,0.009,
4434425412,DudeneyN,0.005,0,0.031,0.008,
121621270,engle3717,0.005,0,0.031,0.008,
1450646610757636100,HadXing,0.017,0,0.065,0.025,
76615174,helpusawarriors,0.005,0,0.047,0.002,
1511802440781291521,EmperorSethTet1,0.005,0,0.046,0.002,
838319076850085888,V09DoaP8eqgWlMP,0.005,0,0.010,1.187e-04,
125248923,ManishGadeshiya,0.005,0,0.038,6.629e-04,
1379849189081837572,PhillH17,0.007,0,0.020,6.629e-04,
1359329712980582401,USMC03171,0.005,0,0.046,0.002,
308810129,VTOLsociety,0.005,0,0.047,0.002,
27936658,DASHEKING,0.005,0,0.027,3.789e-04,
1613910571,zemaitis518,0.005,0,0.046,0.002,
922436178636185601,shii_minh,0.005,0,0.006,0,
883172101309386752,AnakbayanUST,0.031,0,0.053,0,
807579481770594304,misterherenow,0.005,0,0.025,1.068e-05,
2897350626,_xaea12__,0.005,0,0.008,0.002,
2635320355,lloydsalibi,0.010,0,0.007,0.003,
1620222817,ushuwushu,0.011,0,0.026,1.070e-05,
1478626276386623489,join__NDMO,0.005,0,0.025,1.068e-05,
3278510262,jersonality,0.017,0,0.028,1.071e-05,
724765470625161218,nathanINAMO,0.005,0,0.007,0,
330826792,rapplerdotcom,0.009,0,0.160,0,
802515200083509248,comrade_p1ngu,0.005,0,0.006,0,
921705760677019648,sustainabeility,0.005,0,0.007,0,
535969477,briecheeze_,0.011,0,0.013,5.218e-06,
1305139218138587136,hailie_siguro,0.005,0,0.008,0.002,
1239891882051686401,mhiss_angel,0.005,0,0.008,0.002,
549766757,newinks,0.005,0,0.008,0.002,
728824901583282176,SOFTSTIX,0.005,0,0.008,0.002,
1094940805599350784,funaayclaver,0.005,0,0.005,5.353e-04,
919882857924853760,aw8eyes,0.005,0,0.005,5.353e-04,
579411773,brockc32,0.006,0,0.038,0.001,
900079815574867968,Todd_spinner,2.771e-04,0,0.001,8.352e-04,
4747292894,jiei_wan,0.005,0,0.048,7.380e-04,
835379979772833793,Jomski_27,0.005,0,0.029,0.002,
1512394385375256585,simonfi21231903,0.005,0,0.029,0.002,
1694120298,CanCGAtlanta,0.056,0.500,0.039,0.001,
921099321172520960,PauGuzATL,0.051,0,0.002,0.001,
491468208,ACIRAtlanta,0.057,0.500,0.044,0.002,
1179834158929076224,ReedAndrew5,0.011,0,0.033,0.007,
262425295,cucojose,0.030,0,0.140,0.018,
1219296463622111232,margaritaferro6,0.005,0,0.010,3.737e-04,
1164314082146603008,zalimaroyjung,0.005,0,0.005,0.001,
1137331911313899520,2019_yoshiko,0.024,0,0.093,0.033,
304132840,Seven_color_ink,0.005,0,0.011,0.006,
3243222877,ABTO_MAT,0.005,0,0.011,0.006,
615811506,Ghostinthereal,0.011,0,0.046,0.014,
1487030690973728769,1212prometheus,0.005,0,0.009,3.737e-04,
1628968362,RAW_FNA_MUSIC,0.005,0,0.046,0.010,
100914532,ginntokii,0.011,0,0.064,0.012,
1678411796,STR727,0.005,0,0.050,0.005,
1111434851079675904,CalZole,0.005,0,0.014,0.006,
1365586213,somdGApilot,0.005,0,0.011,0.006,
1226650868235276288,LucasRo29016443,0.005,0,0.014,0.006,
726915008676921345,garugar76030850,0.005,0,0.010,0.006,
755340339020460032,HepYasar6616,0.005,0,0.019,0.006,
1125725860902899712,liss_uma,0.005,0,0.015,0.006,
2612164220,RandyPeddycoart,0.005,0,0.014,0.006,
1434317911,otomatsu5648,0.005,0,0.014,0.006,
1501345049342201864,b_gle8,0.005,0,0.052,0.005,
1493459780081373185,gpinye5056,0.005,0,0.014,0.006,
1036814163371220993,82nd13,0.005,0,0.027,3.789e-04,
1348426123084918785,WideSnow3,0.005,0,0.011,1.187e-04,
1394861289189482499,HnamjanE2,0.005,0,0.027,0.001,
1281554674428997632,yoshie00630158,0.005,0,0.033,0.008,
1352231142,yymods,0.011,0,0.065,0.012,
2873161344,tanukesan,0.005,0,0.033,0.008,
932015019314659328,mTIBXGExJ4YfKMS,0.005,0,0.033,0.008,
856984530816614400,dtube99,0.005,0,0.010,1.187e-04,
116056117,MAC__V,0.024,0,0.107,0.024,
2320943677,donsw2,0.005,0,0.010,1.187e-04,
1010807215,EmNtirenganya,0.005,0,0.028,0.003,
297666105,BREIBEDJ,0.005,0,0.010,1.187e-04,
185159972,arukimak,0.005,0,0.010,1.187e-04,
294455311,kreuz_zwei,0.005,0,0.033,0.008,
1418238731891318786,HeitaroZ,0.011,0,0.064,0.012,
1263942693912100866,BritishHKGov,0.005,0,0.010,1.187e-04,
1437325146058997761,ichiisennshin,0.005,0,0.033,0.008,
818736782032261120,F2Pq6h8s1UEaW5q,0.005,0,0.033,0.010,
4717416690,nagasakiishida,0.005,0,0.052,0.005,
1350593874155036672,Sukyscra2021,0.005,0,0.052,0.005,
87979936,newgascooker,0.011,0,0.069,0.013,
4511470272,Cow6661Cow666,0.005,0,0.052,0.005,
1240974632154349568,FSXqLCNyFvo81rG,0.005,0,0.010,1.187e-04,
4512963912,gidget_fuentes,0.005,0,0.052,0.005,
549882072,Mr_longshot,0.005,0,0.033,0.008,
122111552,sionmamasan,0.005,0,0.053,0.005,
1113593675110436865,jgsdf_gcc_ardb,0.005,0,0.057,0.005,
1366653623065714690,HansarPapai,0.005,0,0.027,0.001,
533315713,SebGiants13,0.005,0,0.033,0.010,
248114547,TO_RU_1999,0.011,0,0.051,0.018,
1458746884491673601,JuliWo16515037,0.030,0,0.128,0.039,
1476577427615027200,yamada53sei,0.005,0,0.010,1.187e-04,
314411552,twisurfer7,0.005,0,0.010,1.187e-04,
749959927687294976,kuroneko3293,0.005,0,0.052,0.005,
270349890,kawachinagano51,0.005,0,0.010,1.187e-04,
4129522452,kaitosoyokaze1,0.005,0,0.010,1.187e-04,
1135155874480185344,Rysiek76102827,0.005,0,0.033,0.008,
878828574920146944,tiannu_hua,0.005,0,0.010,1.187e-04,
1341793549,andylbj,0.005,0,0.010,1.187e-04,
785818380657831936,TTrapczynski,0.005,0,0.033,0.008,
2315150910,CHERRY_UST,0.005,0,0.033,0.008,
756706553382789121,ojiro302,0.011,0,0.051,0.018,
1278836621035532288,Yu64971559,0.005,0,0.010,1.187e-04,
871192637956435969,Okikurumi_kamuy,0.005,0,0.010,1.187e-04,
1423528562888376322,toreno911,0.005,0,0.010,1.187e-04,
383046887,marikosegawa,0.005,0,0.010,1.187e-04,
90242441,lednight,0.005,0,0.010,1.187e-04,
1152412524966371329,oregakitaworld,0.005,0,0.010,1.187e-04,
1799190817,nabeyaki1,0.005,0,0.033,0.008,
1387276971629944832,CpgUwAUTee4DPoa,0.005,0,0.010,1.187e-04,
80156036,smokingecho,0.005,0,0.010,1.187e-04,
1396957901206421508,ot83GXOIxvj70gp,0.005,0,0.033,0.008,
2754379622,njtkw3921,0.005,0,0.010,1.187e-04,
1338056780,amor_vuelveTX,0.005,0,0.011,1.187e-04,
1182003478786277376,Orchid212X1,0.005,0,0.010,1.187e-04,
1504285365229731840,BarryRush7987,0.017,0,0.061,0.023,
788178359150796800,shank4556,0.005,0,0.034,0.008,
842882665258733568,Carcharodondon,0.005,0,0.033,0.008,
721667688318152705,ChiangM87627691,0.005,0,0.034,0.008,
855944034,SOG55585235,0.005,0,0.034,0.008,
1457942825233190913,ynsato_,0.005,0,0.033,0.008,
920170150011080705,killedbydeath8,0.005,0,0.033,0.008,
1073238673779449856,nocchi_LV_0409,0.005,0,0.033,0.008,
1458556085028388864,Mthatcher1Karen,0.005,0,0.033,0.008,
2570067865,YokotaAirBase,0.005,0,0.047,0.008,
1335521326514126848,NAKA70715533,0.005,0,0.052,0.005,
135656924,laniemon,0.005,0,0.033,0.008,
841850514849517569,HiroGallery,0.017,0,0.091,0.016,
1180315088537845761,blackkey_kirito,0.005,0,0.033,0.008,
15193667,matiere,0.005,0,0.034,0.008,
852503424,firefox763,0.005,0,0.033,0.008,
60780206,ExecutiveOtaku,0.005,0,0.034,0.008,
922915933,O_Z_S_K,0.005,0,0.033,0.008,
2881789926,Ta5oEgrr1999,0.017,0,0.067,0.014,
1092891589297532929,olainpekun,0.005,0,0.034,0.008,
1298077816567685120,thursdaynine,0.005,0,0.018,7.849e-04,
1049196099007733760,tmtcathyvalente,0.005,0,0.019,0.001,
63411616,TheManilaTimes,2.771e-04,0,0.001,0.001,
1462042723255418881,JohnDexterCruz5,0.005,0,0.005,0.001,
55118669,PhilstarNews,0.018,0,0.047,0.001,
186618398,Cfgtocw,0.005,0,0.019,7.849e-04,
29614894,davidlitz,0.005,0,0.008,7.849e-04,
39255818,ivasby,0.005,0,0.007,7.849e-04,
1375824331876364291,Meowmiao14,0.005,0,0.018,7.849e-04,
2881534563,williamwooten94,0.005,0,0.010,0.003,
1392722780987088898,Johnbee4u,0.005,0,0.007,7.849e-04,
994294748,abetga,0.005,0,0.007,7.849e-04,
915528910049222657,BoycottHegemony,0.005,0,0.022,7.849e-04,
1965607242,FrancCrist,0.005,0,0.018,7.849e-04,
948014053955272704,altalltv02,0.005,0,0.018,7.849e-04,
1107831770001477632,junepineda8,0.005,0,0.024,7.849e-04,
1323467562366066689,SgmAbn,0.005,0,0.083,0.009,
1493032050764353536,BrianT_Thomas5,0.005,0,0.046,0.008,
59497730,Robert__Beltran,0.005,0,0.010,0.003,
1365087755387219970,SOLDIERKIDHOOAH,0.005,0,0.010,0.003,
1237074032903598081,george_STYX,0.005,0,0.018,7.849e-04,
1384453152884236294,ButchLe46447419,0.005,0,0.006,0,
2811559122,cnnphilippines,0.049,0,0.126,4.193e-05,
1454096627287744516,Annekho20,0.005,0,0.059,7.033e-05,
461853598,dzbb,0.110,0.500,0.046,0.002,
1459144189531148291,Santy07B,0.011,0,0.023,0.002,
1059560658142879745,stagatha2,0.005,0,0.007,0,
710249838,IvanSucgang_LFS,0.013,0,0.011,2.803e-04,
1173373472,trell_man,0.005,0,0.006,0,
1065622335380582400,jazmasigan_2,0.011,0,0.023,0.002,
1429561775549079552,mariaanna022607,0.005,0,0.059,7.033e-05,
1384150550757797894,SNghy7E9Z38clhr,0.005,0,0.005,0.001,
41559330,yadoran17,0.005,0,0.005,0.001,
51030562,newsbreakph,0.005,0,0.006,0,
1371855298441453569,MarkRussellKni1,0.005,0,0.046,0.008,
2445657906,_markieesteven,0.005,0,0.024,8.794e-04,
3066238416,MMakalalad,0.098,0.500,0.041,0.002,
4823808118,mwakughu006,0.005,0,0.046,0.008,
392580766,mariko_sUKI277y,0.005,0,0.047,0.008,
1435987785123606529,KATODAI04900594,0.005,0,0.046,0.008,
1005738156665106433,tribunephl,0.005,0,7.934e-04,0,
595377339,KarenOwYong,0.005,0,0.057,1.340e-04,
74886399,dzrhnews,0,0,0.001,1.697e-06,
122607866,anjo_bagaoisan,0.023,0,0.282,0.003,
1241726334772051970,MilitaryMonitor,0.005,0,0.047,0.008,
1450637710348021770,EdUsher46,0.005,0,0.019,7.849e-04,
92174767,DZMMTeleRadyo,0.008,0,0.324,0.002,
1390931524137017346,Mizushi_O,0.005,0,0.009,0.001,
776622292025606145,NewsRmn,0.005,0,0.001,0,
125519902,MCB_Hawaii,0.006,0,0.006,4.987e-04,
